"REF_DATE","GEO","DGUID","Rank","Gender","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023/2024","Prince Edward Island","2021A000211","Full professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475765","3.2.1.2","100.0","","","","1"
"2019/2020","Prince Edward Island","2021A000211","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475768","3.2.2.2","77.9","","","","1"
"2020/2021","Prince Edward Island","2021A000211","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475768","3.2.2.2","77.8","","","","1"
"2021/2022","Prince Edward Island","2021A000211","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475768","3.2.2.2","76.3","","","","1"
"2022/2023","Prince Edward Island","2021A000211","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475768","3.2.2.2","73.8","","","","1"
"2023/2024","Prince Edward Island","2021A000211","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475768","3.2.2.2","72.1","","","","1"
"2019/2020","Prince Edward Island","2021A000211","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475771","3.2.3.2","22.1","","","","1"
"2020/2021","Prince Edward Island","2021A000211","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475771","3.2.3.2","22.2","","","","1"
"2021/2022","Prince Edward Island","2021A000211","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475771","3.2.3.2","23.8","","","","1"
"2022/2023","Prince Edward Island","2021A000211","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475771","3.2.3.2","26.2","","","","1"
"2023/2024","Prince Edward Island","2021A000211","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475771","3.2.3.2","27.9","","","","1"
"2019/2020","Prince Edward Island","2021A000211","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475864","3.3.1.2","100.0","","","","1"
"2020/2021","Prince Edward Island","2021A000211","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475864","3.3.1.2","100.0","","","","1"
"2021/2022","Prince Edward Island","2021A000211","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475864","3.3.1.2","100.0","","","","1"
"2022/2023","Prince Edward Island","2021A000211","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475864","3.3.1.2","100.0","","","","1"
"2023/2024","Prince Edward Island","2021A000211","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475864","3.3.1.2","100.0","","","","1"
"2019/2020","Prince Edward Island","2021A000211","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475867","3.3.2.2","57.0","","","","1"
"2020/2021","Prince Edward Island","2021A000211","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475867","3.3.2.2","53.3","","","","1"
"2021/2022","Prince Edward Island","2021A000211","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475867","3.3.2.2","53.9","","","","1"
"2022/2023","Prince Edward Island","2021A000211","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475867","3.3.2.2","53.3","","","","1"
"2023/2024","Prince Edward Island","2021A000211","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475867","3.3.2.2","54.0","","","","1"
"2019/2020","Prince Edward Island","2021A000211","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475870","3.3.3.2","43.0","","","","1"
"2020/2021","Prince Edward Island","2021A000211","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475870","3.3.3.2","46.7","","","","1"
"2021/2022","Prince Edward Island","2021A000211","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475870","3.3.3.2","46.1","","","","1"
"2022/2023","Prince Edward Island","2021A000211","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475870","3.3.3.2","46.7","","","","1"
"2023/2024","Prince Edward Island","2021A000211","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475870","3.3.3.2","46.0","","","","1"
"2019/2020","Prince Edward Island","2021A000211","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475963","3.4.1.2","100.0","","","","1"
"2020/2021","Prince Edward Island","2021A000211","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475963","3.4.1.2","100.0","","","","1"
"2021/2022","Prince Edward Island","2021A000211","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475963","3.4.1.2","100.0","","","","1"
"2022/2023","Prince Edward Island","2021A000211","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475963","3.4.1.2","100.0","","","","1"
"2023/2024","Prince Edward Island","2021A000211","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475963","3.4.1.2","100.0","","","","1"
"2019/2020","Prince Edward Island","2021A000211","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475966","3.4.2.2","44.3","","","","1"
"2020/2021","Prince Edward Island","2021A000211","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475966","3.4.2.2","40.9","","","","1"
"2021/2022","Prince Edward Island","2021A000211","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475966","3.4.2.2","41.4","","","","1"
"2022/2023","Prince Edward Island","2021A000211","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475966","3.4.2.2","40.5","","","","1"
"2023/2024","Prince Edward Island","2021A000211","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475966","3.4.2.2","33.8","","","","1"
"2019/2020","Prince Edward Island","2021A000211","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475969","3.4.3.2","55.7","","","","1"
"2020/2021","Prince Edward Island","2021A000211","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475969","3.4.3.2","59.1","","","","1"
"2021/2022","Prince Edward Island","2021A000211","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475969","3.4.3.2","58.6","","","","1"
"2022/2023","Prince Edward Island","2021A000211","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475969","3.4.3.2","59.5","","","","1"
"2023/2024","Prince Edward Island","2021A000211","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475969","3.4.3.2","66.2","","","","1"
"2019/2020","Prince Edward Island","2021A000211","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476062","3.5.1.2","100.0","","","","1"
"2020/2021","Prince Edward Island","2021A000211","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476062","3.5.1.2","100.0","","","","1"
"2021/2022","Prince Edward Island","2021A000211","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476062","3.5.1.2","100.0","","","","1"
"2022/2023","Prince Edward Island","2021A000211","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476062","3.5.1.2","100.0","","","","1"
"2023/2024","Prince Edward Island","2021A000211","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476062","3.5.1.2","100.0","","","","1"
"2019/2020","Prince Edward Island","2021A000211","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476065","3.5.2.2","","x","","","1"
"2020/2021","Prince Edward Island","2021A000211","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476065","3.5.2.2","","x","","","1"
"2021/2022","Prince Edward Island","2021A000211","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476065","3.5.2.2","","x","","","1"
"2022/2023","Prince Edward Island","2021A000211","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476065","3.5.2.2","13.8","","","","1"
"2023/2024","Prince Edward Island","2021A000211","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476065","3.5.2.2","17.9","","","","1"
"2019/2020","Prince Edward Island","2021A000211","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476068","3.5.3.2","71.4","","","","1"
"2020/2021","Prince Edward Island","2021A000211","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476068","3.5.3.2","95.2","","","","1"
"2021/2022","Prince Edward Island","2021A000211","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476068","3.5.3.2","92.0","","","","1"
"2022/2023","Prince Edward Island","2021A000211","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476068","3.5.3.2","86.2","","","","1"
"2023/2024","Prince Edward Island","2021A000211","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476068","3.5.3.2","82.1","","","","1"
"2019/2020","Nova Scotia","2021A000212","Total rank","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475675","4.1.1.2","100.0","","","","1"
"2020/2021","Nova Scotia","2021A000212","Total rank","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475675","4.1.1.2","100.0","","","","1"
"2021/2022","Nova Scotia","2021A000212","Total rank","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475675","4.1.1.2","100.0","","","","1"
"2022/2023","Nova Scotia","2021A000212","Total rank","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475675","4.1.1.2","100.0","","","","1"
"2023/2024","Nova Scotia","2021A000212","Total rank","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475675","4.1.1.2","100.0","","","","1"
"2019/2020","Nova Scotia","2021A000212","Total rank","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475678","4.1.2.2","56.7","","","","1"
"2020/2021","Nova Scotia","2021A000212","Total rank","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475678","4.1.2.2","55.1","","","","1"
"2021/2022","Nova Scotia","2021A000212","Total rank","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475678","4.1.2.2","54.8","","","","1"
"2022/2023","Nova Scotia","2021A000212","Total rank","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475678","4.1.2.2","54.5","","","","1"
"2023/2024","Nova Scotia","2021A000212","Total rank","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475678","4.1.2.2","52.4","","","","1"
"2019/2020","Nova Scotia","2021A000212","Total rank","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475681","4.1.3.2","43.3","","","","1"
"2020/2021","Nova Scotia","2021A000212","Total rank","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475681","4.1.3.2","44.9","","","","1"
"2021/2022","Nova Scotia","2021A000212","Total rank","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475681","4.1.3.2","45.2","","","","1"
"2022/2023","Nova Scotia","2021A000212","Total rank","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475681","4.1.3.2","45.5","","","","1"
"2023/2024","Nova Scotia","2021A000212","Total rank","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475681","4.1.3.2","47.6","","","","1"
"2019/2020","Nova Scotia","2021A000212","Full professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475774","4.2.1.2","100.0","","","","1"
"2020/2021","Nova Scotia","2021A000212","Full professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475774","4.2.1.2","100.0","","","","1"
"2021/2022","Nova Scotia","2021A000212","Full professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475774","4.2.1.2","100.0","","","","1"
"2022/2023","Nova Scotia","2021A000212","Full professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475774","4.2.1.2","100.0","","","","1"
"2023/2024","Nova Scotia","2021A000212","Full professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475774","4.2.1.2","100.0","","","","1"
"2019/2020","Nova Scotia","2021A000212","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475777","4.2.2.2","66.1","","","","1"
"2020/2021","Nova Scotia","2021A000212","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475777","4.2.2.2","64.9","","","","1"
"2021/2022","Nova Scotia","2021A000212","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475777","4.2.2.2","64.0","","","","1"
"2022/2023","Nova Scotia","2021A000212","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475777","4.2.2.2","64.2","","","","1"
"2023/2024","Nova Scotia","2021A000212","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475777","4.2.2.2","63.4","","","","1"
"2019/2020","Nova Scotia","2021A000212","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475780","4.2.3.2","33.9","","","","1"
"2020/2021","Nova Scotia","2021A000212","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475780","4.2.3.2","35.1","","","","1"
"2021/2022","Nova Scotia","2021A000212","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475780","4.2.3.2","36.0","","","","1"
"2022/2023","Nova Scotia","2021A000212","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475780","4.2.3.2","35.8","","","","1"
"2023/2024","Nova Scotia","2021A000212","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475780","4.2.3.2","36.6","","","","1"
"2019/2020","Nova Scotia","2021A000212","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475873","4.3.1.2","100.0","","","","1"
"2020/2021","Nova Scotia","2021A000212","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475873","4.3.1.2","100.0","","","","1"
"2021/2022","Nova Scotia","2021A000212","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475873","4.3.1.2","100.0","","","","1"
"2022/2023","Nova Scotia","2021A000212","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475873","4.3.1.2","100.0","","","","1"
"2023/2024","Nova Scotia","2021A000212","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475873","4.3.1.2","100.0","","","","1"
"2019/2020","Nova Scotia","2021A000212","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475876","4.3.2.2","57.9","","","","1"
"2020/2021","Nova Scotia","2021A000212","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475876","4.3.2.2","56.4","","","","1"
"2021/2022","Nova Scotia","2021A000212","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475876","4.3.2.2","55.7","","","","1"
"2022/2023","Nova Scotia","2021A000212","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475876","4.3.2.2","54.0","","","","1"
"2023/2024","Nova Scotia","2021A000212","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475876","4.3.2.2","54.0","","","","1"
"2019/2020","Nova Scotia","2021A000212","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475879","4.3.3.2","42.1","","","","1"
"2020/2021","Nova Scotia","2021A000212","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475879","4.3.3.2","43.6","","","","1"
"2021/2022","Nova Scotia","2021A000212","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475879","4.3.3.2","44.3","","","","1"
"2022/2023","Nova Scotia","2021A000212","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475879","4.3.3.2","46.0","","","","1"
"2023/2024","Nova Scotia","2021A000212","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475879","4.3.3.2","46.0","","","","1"
"2019/2020","Nova Scotia","2021A000212","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475972","4.4.1.2","100.0","","","","1"
"2020/2021","Nova Scotia","2021A000212","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475972","4.4.1.2","100.0","","","","1"
"2021/2022","Nova Scotia","2021A000212","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475972","4.4.1.2","100.0","","","","1"
"2022/2023","Nova Scotia","2021A000212","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475972","4.4.1.2","100.0","","","","1"
"2023/2024","Nova Scotia","2021A000212","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475972","4.4.1.2","100.0","","","","1"
"2019/2020","Nova Scotia","2021A000212","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475975","4.4.2.2","43.5","","","","1"
"2020/2021","Nova Scotia","2021A000212","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475975","4.4.2.2","42.4","","","","1"
"2021/2022","Nova Scotia","2021A000212","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475975","4.4.2.2","42.1","","","","1"
"2022/2023","Nova Scotia","2021A000212","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475975","4.4.2.2","43.7","","","","1"
"2023/2024","Nova Scotia","2021A000212","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475975","4.4.2.2","41.4","","","","1"
"2019/2020","Nova Scotia","2021A000212","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475978","4.4.3.2","56.5","","","","1"
"2020/2021","Nova Scotia","2021A000212","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475978","4.4.3.2","57.6","","","","1"
"2021/2022","Nova Scotia","2021A000212","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475978","4.4.3.2","57.9","","","","1"
"2022/2023","Nova Scotia","2021A000212","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475978","4.4.3.2","56.3","","","","1"
"2023/2024","Nova Scotia","2021A000212","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475978","4.4.3.2","58.6","","","","1"
"2019/2020","Nova Scotia","2021A000212","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476071","4.5.1.2","100.0","","","","1"
"2020/2021","Nova Scotia","2021A000212","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476071","4.5.1.2","100.0","","","","1"
"2021/2022","Nova Scotia","2021A000212","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476071","4.5.1.2","100.0","","","","1"
"2022/2023","Nova Scotia","2021A000212","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476071","4.5.1.2","100.0","","","","1"
"2023/2024","Nova Scotia","2021A000212","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476071","4.5.1.2","100.0","","","","1"
"2019/2020","Nova Scotia","2021A000212","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476074","4.5.2.2","42.6","","","","1"
"2020/2021","Nova Scotia","2021A000212","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476074","4.5.2.2","42.3","","","","1"
"2021/2022","Nova Scotia","2021A000212","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476074","4.5.2.2","42.7","","","","1"
"2022/2023","Nova Scotia","2021A000212","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476074","4.5.2.2","44.6","","","","1"
"2023/2024","Nova Scotia","2021A000212","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476074","4.5.2.2","40.7","","","","1"
"2019/2020","Nova Scotia","2021A000212","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476077","4.5.3.2","57.4","","","","1"
"2020/2021","Nova Scotia","2021A000212","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476077","4.5.3.2","57.7","","","","1"
"2021/2022","Nova Scotia","2021A000212","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476077","4.5.3.2","57.3","","","","1"
"2022/2023","Nova Scotia","2021A000212","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476077","4.5.3.2","55.4","","","","1"
"2023/2024","Nova Scotia","2021A000212","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476077","4.5.3.2","59.3","","","","1"
"2019/2020","New Brunswick","2021A000213","Total rank","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475684","5.1.1.2","100.0","","","","1"
"2020/2021","New Brunswick","2021A000213","Total rank","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475684","5.1.1.2","100.0","","","","1"
"2021/2022","New Brunswick","2021A000213","Total rank","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475684","5.1.1.2","100.0","","","","1"
"2022/2023","New Brunswick","2021A000213","Total rank","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475684","5.1.1.2","100.0","","","","1"
"2023/2024","New Brunswick","2021A000213","Total rank","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475684","5.1.1.2","100.0","","","","1"
"2019/2020","New Brunswick","2021A000213","Total rank","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475687","5.1.2.2","57.2","","","","1"
"2020/2021","New Brunswick","2021A000213","Total rank","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475687","5.1.2.2","57.0","","","","1"
"2021/2022","New Brunswick","2021A000213","Total rank","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475687","5.1.2.2","56.8","","","","1"
"2022/2023","New Brunswick","2021A000213","Total rank","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475687","5.1.2.2","56.7","","","","1"
"2023/2024","New Brunswick","2021A000213","Total rank","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475687","5.1.2.2","55.2","","","","1"
"2019/2020","New Brunswick","2021A000213","Total rank","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475690","5.1.3.2","42.8","","","","1"
"2020/2021","New Brunswick","2021A000213","Total rank","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475690","5.1.3.2","43.0","","","","1"
"2021/2022","New Brunswick","2021A000213","Total rank","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475690","5.1.3.2","43.2","","","","1"
"2022/2023","New Brunswick","2021A000213","Total rank","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475690","5.1.3.2","43.3","","","","1"
"2023/2024","New Brunswick","2021A000213","Total rank","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475690","5.1.3.2","44.8","","","","1"
"2019/2020","New Brunswick","2021A000213","Full professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475783","5.2.1.2","100.0","","","","1"
"2020/2021","New Brunswick","2021A000213","Full professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475783","5.2.1.2","100.0","","","","1"
"2021/2022","New Brunswick","2021A000213","Full professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475783","5.2.1.2","100.0","","","","1"
"2022/2023","New Brunswick","2021A000213","Full professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475783","5.2.1.2","100.0","","","","1"
"2023/2024","New Brunswick","2021A000213","Full professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475783","5.2.1.2","100.0","","","","1"
"2019/2020","New Brunswick","2021A000213","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475786","5.2.2.2","70.4","","","","1"
"2020/2021","New Brunswick","2021A000213","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475786","5.2.2.2","69.3","","","","1"
"2021/2022","New Brunswick","2021A000213","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475786","5.2.2.2","68.6","","","","1"
"2022/2023","New Brunswick","2021A000213","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475786","5.2.2.2","68.6","","","","1"
"2023/2024","New Brunswick","2021A000213","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475786","5.2.2.2","68.1","","","","1"
"2019/2020","New Brunswick","2021A000213","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475789","5.2.3.2","29.6","","","","1"
"2020/2021","New Brunswick","2021A000213","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475789","5.2.3.2","30.7","","","","1"
"2021/2022","New Brunswick","2021A000213","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475789","5.2.3.2","31.4","","","","1"
"2022/2023","New Brunswick","2021A000213","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475789","5.2.3.2","31.4","","","","1"
"2023/2024","New Brunswick","2021A000213","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475789","5.2.3.2","31.9","","","","1"
"2019/2020","New Brunswick","2021A000213","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475882","5.3.1.2","100.0","","","","1"
"2020/2021","New Brunswick","2021A000213","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475882","5.3.1.2","100.0","","","","1"
"2021/2022","New Brunswick","2021A000213","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475882","5.3.1.2","100.0","","","","1"
"2022/2023","New Brunswick","2021A000213","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475882","5.3.1.2","100.0","","","","1"
"2023/2024","New Brunswick","2021A000213","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475882","5.3.1.2","100.0","","","","1"
"2019/2020","New Brunswick","2021A000213","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475885","5.3.2.2","54.8","","","","1"
"2020/2021","New Brunswick","2021A000213","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475885","5.3.2.2","54.9","","","","1"
"2021/2022","New Brunswick","2021A000213","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475885","5.3.2.2","55.5","","","","1"
"2022/2023","New Brunswick","2021A000213","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475885","5.3.2.2","54.8","","","","1"
"2023/2024","New Brunswick","2021A000213","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475885","5.3.2.2","53.3","","","","1"
